0, GPU-4d45ba1b-fdf9-54c5-d26f-e6e529c2b8ec, Tesla V100-PCIE-16GB, 16384, 5, 0, 76, 98.06, 250.00, 258, 877, P0, 00000000:08:00.0, 535.183.06
1, GPU-88be8e63-dd61-3d8f-2f44-e1f93204654d, Tesla V100-PCIE-16GB, 16384, 5, 0, 38, 29.21, 250.00, 37, 877, P0, 00000000:84:00.0, 535.183.06
