==PROF== Connected to process 19232 (C:\Users\38154\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\python.exe)
==PROF== Disconnected from process 19232
"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"1","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.sum","byte","21,792"
"1","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.max_rate","register/thread","256"
"1","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.pct","%","6.36"
"1","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.ratio","register/thread","16.29"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.avg","byte","1,664"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.max","byte","2,304"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.min","byte","1,280"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.sum","byte","6,656"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.avg","byte","0"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.max","byte","0"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.min","byte","0"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.sum","byte","0"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","gpu__time_duration.avg","ns","4,160"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","gpu__time_duration.max","ns","4,160"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","gpu__time_duration.min","ns","4,160"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","gpu__time_duration.sum","ns","4,160"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.avg","byte","1,618"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.max","byte","3,328"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.min","byte","512"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.sum","byte","25,888"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.max_rate","register/thread","256"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.pct","%","6.38"
"2","19232","python.exe","127.0.0.1","12020  ""<default domain>:AKA_SWIGLU:none:none:none:none:none:none"" ","","triton_poi_fused_add_mul_silu_split_0","1","7","(128, 1, 1)","(1, 1, 1)","0","12.0","Command line profiler metrics","tpc__average_registers_per_thread.ratio","register/thread","16.33"
